"00003","IMCT-GW_FG_SHIP","D6FN273458","23112015","25112015","Y","Order Type","","8982521790","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-GW_FG_SHIP","D6FN273459","23112015","25112015","Y","Order Type","","8982807010","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273460","23112015","25112015","Y","Order Type","","8982807010","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273461","24112015","26112015","Y","Order Type","","8982807010","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273462","24112015","26112015","Y","Order Type","","8982807010","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273463","24112015","26112015","Y","Order Type","","8982807010","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273464","24112015","26112015","Y","Order Type","","8982807010","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273465","24112015","26112015","Y","Order Type","","8982807010","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273466","24112015","26112015","Y","Order Type","","8982807010","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273467","23112015","25112015","Y","Order Type","","8982807020","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273468","24112015","26112015","Y","Order Type","","8982807020","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273469","23112015","25112015","Y","Order Type","","8982807030","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273470","23112015","25112015","Y","Order Type","","8982807030","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273471","24112015","26112015","Y","Order Type","","8982807030","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273472","24112015","26112015","Y","Order Type","","8982807030","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273473","24112015","26112015","Y","Order Type","","8982807030","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273474","24112015","26112015","Y","Order Type","","8982807030","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273475","24112015","26112015","Y","Order Type","","8982807030","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273476","24112015","26112015","Y","Order Type","","8982807030","THB","Road","24112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-GW_FG_SHIP","D6FN273477","24112015","26112015","Y","Order Type","","8982964590","THB","Road","24112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-GW_FG_SHIP","D6FN273478","23112015","25112015","Y","Order Type","","8983122830","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-GW_FG_SHIP","D6FN273479","24112015","26112015","Y","Order Type","","8983122830","THB","Road","24112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-GW_FG_SHIP","D6FN273480","24112015","26112015","Y","Order Type","","8983122830","THB","Road","24112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-GW_FG_SHIP","D6FN273481","24112015","26112015","Y","Order Type","","8983122830","THB","Road","24112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-GW_FG_SHIP","D6FN273482","24112015","26112015","Y","Order Type","","8983122830","THB","Road","24112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-GW_FG_SHIP","D6FN273483","24112015","26112015","Y","Order Type","","8983122830","THB","Road","24112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-GW_FG_SHIP","D6FN273484","24112015","26112015","Y","Order Type","","8983122830","THB","Road","24112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-GW_FG_SHIP","D6FN273485","23112015","25112015","Y","Order Type","","8983122840","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
